100	2	30	3	-14115.65177577879	101.44088556867227	66834.91885495796	71197.82768885524	173681.25022350976	2.930857511411804e-05	
10	5	90	2	-9488.23659987519	540.0263104729445	188932.7554663378	95549.8093684611	921045.2673829158	3.079160919321534e-05	
10	3	30	3	-6316.177608018426	802.1140012414219	114740.05070135652	119744.22091472574	880211.111326799	7.214446403726184e-05	
50	5	50	1	-9666.07752245749	248.92355261434182	77478.25911132498	89452.7061931238	428033.84504001564	4.18561321310947e-05	
10	1	30	4	-3825.238559314931	185.01105558045046	142178.2082751559	117134.24828090545	309288.0289321311	4.135703776405453e-06	
50	1	0	1	-24534.66423408755	206.64554208283005	72266.69395585588	114572.7036969831	353135.6287621993	7.562681762949423e-05	
200	1	90	5	-21703.68313136476	267.3887085651819	63758.71717426818	61486.5564697553	458627.7649046307	9.272574908329934e-05	
100	4	70	4	-27234.510979238356	736.6130739782534	128810.03332832648	126166.57817469414	1235551.499729715	5.902069131777472e-05	
200	5	30	3	-30453.998868418315	409.81774828627397	54163.81840093036	68619.44248392548	693724.3155001776	2.8146709390259477e-05	
100	2	90	2	-10807.832135441715	136.3020573643451	100073.14613649457	85323.4496667709	227778.56797414098	7.721579322918795e-05	
200	5	30	4	-29744.599751788308	2061.017737538401	27630.536777400255	55579.7270852232	27866.125759176397	2.773132313286325e-05	
200	2	90	1	-27283.28195819513	2803.7196834922465	1498.7203031613176	1352.713370956119	53.190205940219236	6.592278669851624e-09	
100	2	10	5	-16923.63451713944	155.16709852530855	36067.32118181723	39724.07401148734	259137.08579406433	9.702085202285493e-06	
10	5	50	5	-7834.878112016773	521.0643813960862	354186.45866051316	69484.88762699928	850953.3706440381	3.7261733355599176e-05	
50	5	30	1	-10410.057430374305	252.44446803992412	74620.30080382741	73066.4500318116	412718.77030293853	2.8814135912119218e-05	
10	3	50	3	-7224.533379523402	420.3522253825218	90272.09433292899	213575.2061127524	706601.822840358	8.603712225287547e-05	
10	1	70	1	-5224.676071829579	179.09002451983127	147934.62134890858	139985.11371969202	302465.6280676009	4.475265004310785e-06	
200	1	70	5	-22271.714134597572	274.7852769727458	50912.10674082171	68033.05859590587	451361.0809603329	7.59607552820367e-05	
50	1	10	5	-12597.789824224996	3027.8809341478723	54185.264281007214	24069.59790260328	943848.0744794459	1.852565230109913e-05	
100	4	50	2	-28291.258312708793	1328.4351117912463	118739.23121746101	122848.91586142976	1515555.5870645542	4.355040948543571e-05	
100	2	50	3	-13288.71784861495	145.1892709819091	80499.46901788613	71449.6762379169	235159.47651596146	4.581551470232225e-05	
50	3	50	2	-16459.772751915105	1935.7352523619354	100674.3011262635	125825.19327330572	596899.0203361737	2.9825707460569853e-05	
10	4	50	3	-3621.0416928078603	202.04530046876533	153408.10126634664	53772.299251504184	337667.8858442555	0.00016953253352802828	
50	5	70	3	-6444.16073480396	240.80520896210942	85217.22906647733	96280.96861825528	414679.58119460644	5.7467582005751295e-05	
10	1	10	4	-4185.318061401694	191.23663097844982	116268.51020386691	64115.23552207675	316282.3067574438	3.5316098646705735e-06	
50	2	30	2	-7688.6082710278015	140.15949756009348	58406.25283385227	49418.423829553365	238444.3918223858	3.5696537750325875e-05	
200	2	70	4	-31229.064535736634	2100.1246921539127	124958.56424936114	72566.29856572876	4616.026130123609	2.5093907858015932e-05	
10	3	50	5	-7114.869895432812	531.227778415927	117644.1863125405	152686.1505587119	625468.7794469431	9.292391925435863e-05	
10	1	70	3	-5288.980844000514	187.8919685084016	141862.29844119996	141172.2548491436	307100.54482027236	4.345118420712021e-06	
50	1	30	2	-9898.340826373525	286.35354177558776	55373.29763960998	51715.74373781976	484313.55419658223	3.125263855523079e-05	
200	2	50	4	-33002.19951973698	813.0546747273181	88896.44681784388	85837.2393855037	1386489.4265916003	4.580086692309961e-05	
10	5	90	4	-9739.93187357236	527.9819114047783	189803.97088508573	98735.91464766518	846639.506790785	3.7266152259653235e-05	
50	5	50	3	-9638.596909931097	244.63053543672405	81184.22256919423	86816.551567952	420939.9412837279	4.3657810829730525e-05	
200	2	10	1	-47543.59872785229	477.75708914902424	57865.486017028226	66599.76149602541	801377.5356345184	8.492541074630603e-06	
100	4	70	2	-27330.998864508838	708.6498905698643	130015.79304414707	126686.55036017261	1202173.7625624842	6.51784012528682e-05	
100	2	70	5	-12382.361944964296	140.97065764439466	92699.67815005884	79088.29184794486	225691.27417867244	6.006571730127587e-05	
10	4	70	1	-4199.136122139633	165.27528629967836	129630.99312256394	70593.89934548718	281034.41559792816	0.0001613705296885756	
50	3	30	4	-17516.019207962225	980.9962215340687	103391.21965553521	100578.40920007523	1680461.3274120227	2.1706043507963015e-05	
50	5	70	4	-6352.518647043747	246.34524331114545	88509.86795038728	91205.30572097217	424280.616921183	6.156751376904761e-05	
10	1	10	1	-4280.009057478443	187.43478627667903	112773.59098998044	67504.82701632121	311978.20928314514	3.853599782848239e-06	
50	2	30	1	-7690.962809449548	144.18575468740383	58428.26529036905	48849.95450527635	237021.1640727151	3.6820051557713295e-05	
200	3	90	1	-31577.031445791483	[424.7933682839982, 95835.98542779824, 87763.49820283358, 721689.8344202606, 4.733089926334702e-05]	[424.7933682839982, 95835.98542779824, 87763.49820283358, 721689.8344202606, 4.733089926334702e-05]	[424.7933682839982, 95835.98542779824, 87763.49820283358, 721689.8344202606, 4.733089926334702e-05]	[424.7933682839982, 95835.98542779824, 87763.49820283358, 721689.8344202606, 4.733089926334702e-05]	[424.7933682839982, 95835.98542779824, 87763.49820283358, 721689.8344202606, 4.733089926334702e-05]	
100	3	70	4	-15730.45218516142	227.24305105431367	76971.8978420849	91120.57972261363	391091.54881638836	5.990301419333395e-05	
200	4	30	4	-30101.278570713464	1132.9155866450212	65431.026947816856	63933.47663718972	820672.5531578518	3.059219611771324e-05	
50	2	70	4	-4405.633959958078	143.2139182008882	77164.44454942939	58298.78882947438	240518.77823484555	6.805618653233221e-05	
100	5	10	2	-25744.796132556825	2774.699973203626	46534.193561241445	53161.570221594615	1141553.7951056117	1.1429950662705629e-05	
10	4	10	1	-3644.2167297250608	207.38331907813438	54714.258816038215	59191.71992325185	348525.14118387597	1.7609728418346552e-05	
100	3	90	2	-14453.313906288648	259.9252182050279	76310.60951795957	95882.61488485214	429799.72005439724	6.725441199998216e-05	
50	2	50	4	-7033.021853428031	141.28821705591554	69642.37627968154	55683.5745437548	238990.51942150338	5.259912792971927e-05	
100	4	90	1	-26500.17116395919	504.02696835608924	142371.81095907415	134994.84552332677	828798.1427717416	7.730222505855767e-05	
10	4	30	3	-2910.7123475637577	218.38858322202168	88171.34916882204	68613.79478073108	359587.3217275608	7.712608785386645e-05	
200	3	70	5	-28505.595823746968	2525.141489481151	9316.963893314763	8235.271842031101	434.62601079064314	2.184489879542012e-05	
200	4	10	2	-38254.27733627057	707.6401248458109	49627.98807779891	48984.03687516432	827295.6392036489	7.3785504215244155e-06	
200	5	90	5	-27906.58607497391	277.1953830785355	65784.74339365876	104915.47565845367	470259.0058406882	0.00010723462806470479	
10	4	30	5	-2875.6079948271017	227.829841297298	91511.58072237765	63167.088484913394	379334.988009148	7.810180272300696e-05	
10	2	50	5	-5416.112198563952	313.2456246141859	221188.11692727625	137555.99355233822	457164.3620374473	0.0001735232430371539	
50	4	10	5	-14176.336232108839	2215.278273701684	10815.630677531277	11373.950662581898	4159.46276337408	2.5921874191156954e-05	
200	1	10	4	-28949.2571272239	826.6110606339419	35528.54644310461	35429.6116941706	304975.80927138584	1.8939906017439884e-05	
10	2	70	3	-6836.697981617126	481.2395319639273	263734.3378157394	124561.85673047064	480060.08381980093	0.00011957626933025369	
50	4	10	4	-13736.360108419247	2282.63000556558	5115.707740150992	5437.990140008147	1880.0617161225068	2.5175002150988255e-05	
200	1	10	1	-23436.21222008656	1705.0795894202527	79.7085374670414	83.47275362256195	29.458866443222846	1.801516031870571e-05	
200	4	30	2	-30112.460216594845	1223.0963614120978	66314.05690090866	63846.72040535077	632358.0769829551	2.943300385932982e-05	
50	2	90	1	-4202.345847162036	144.27573226034428	83879.45209796497	60448.6775806263	241455.3294385966	7.648833895883869e-05	
100	5	10	4	-25587.707281631672	655.3345884578307	49434.102563970424	50174.15650357666	1121495.6485542143	8.84718458047977e-06	
