10	1	70	1	-5096.882787492029	183.34518371130002	140715.650937252	140803.703428105	309178.96765688	4.228090240083521e-06
10	1	70	2	-5175.064054821494	184.48555870236262	137025.811252908	141357.775592740	314862.942017593	4.462303226681669e-06
10	1	50	2	-4465.76405597731	178.53289447010746	142329.8582708729	134115.2078851049	307182.093247546	4.027160546002758e-06
10	2	10	5	-6648.969664503613	350.98549803554914	121217.3056383900	128440.4951847404	602214.219102084	8.736095284418687e-06
10	2	10	3	-6675.890196481785	370.3059819092119	123104.210425742	119442.1490919252	630111.908458590	9.983766604270478e-06
10	1	90	5	-5671.140876924505	184.890502963823	143800.9919619739	135043.0699738410	318193.1615392014	4.560693077972085e-06
10	3	10	3	-8151.98427736469	523.9135131398223	78829.7836612645	150723.3649551138	784191.836410632	1.4830862133321727e-05
10	1	30	3	-3757.166127708484	187.24409090316232	139860.1131909226	115120.6965214322	315508.3004064327	4.499923018191179e-06
10	1	50	1	-4462.936063779812	185.9958361236188	142758.1021493287	131365.1378983789	312415.9628824112	4.355860271297907e-06
10	1	50	4	-4484.412161359318	187.76809847438415	144037.4570898865	128535.2574585637	313573.746928860	3.7441258555567176e-06
10	1	30	2	-3728.719404000807	184.685090161218	135596.659996021	117395.6169787921	317552.228752629	3.982091279528514e-06
10	1	70	5	-5163.59683978721	184.16251348254826	140043.1673258565	139163.9121489308	313214.057236721	4.156112891748112e-06
10	2	10	1	-6701.20573045244	379.64268804637516	120861.2171932434	119566.963916418	648945.673612143	8.822757175427522e-06
10	1	30	1	-3683.808068579153	188.35607981674016	131993.4705203595	119329.8876265890	318703.957659021	3.730878817346108e-06
10	1	90	3	-5722.285014008853	180.21017891531733	142661.2495501203	144799.334019931	302525.931159005	3.860425627990355e-06
10	2	10	4	-6763.05709341737	399.8318885064648	127085.6765881377	112447.7187392640	646686.636448117	8.447946325808565e-06
10	1	30	4	-3653.800001553401	195.56333322949072	135852.1307387929	114164.0453923839	318173.587743825	3.8541584753328066e-06
10	1	10	1	-4157.995238973048	196.46757525006834	114100.0803431715	62773.38582685254	313615.654117343	2.9988198688226664e-06
10	5	10	1	-5482.403978483979	2902.5777841131594	243.2529317936526	161.711285280858	66.1836508242393	5.661493627734324e-06
10	1	30	5	-3849.6377596213606	180.93137105881146	144426.3611949168	114756.5333615752	308655.4018544734	4.269541929339777e-06
10	1	90	4	-5628.758982294687	192.58066568224237	139478.953159090	134897.1708403743	324105.0069939912	4.544415206303715e-06
10	1	50	3	-4430.823436621264	198.07853970708362	136291.2191737149	131936.4671342960	319745.845542227	4.118878085566722e-06
10	1	50	5	-4549.076519947718	185.93913580753102	137646.3435771762	134056.8445231968	316339.7796995200	4.228037571536709e-06
10	1	70	3	-5168.296684055676	181.68861337606424	143315.548443505	138472.3536225355	309376.8492499314	4.141801738118904e-06
10	2	10	2	-6647.418851080977	358.32524142005116	121388.8892600853	128085.726031488	608930.170946336	9.73291642582094e-06
10	1	10	4	-4110.741182914427	193.2810935269487	105984.523699818	69275.0006772421	314919.4148384934	2.642460699579851e-06
10	1	90	1	-5631.779621280882	181.0233559102964	144135.321246404	139015.2332545966	310137.5623308043	4.160342470903616e-06
10	1	70	4	-5117.028054752735	180.4429262740363	141689.7165021113	140244.4736852354	307803.4036888786	4.416629688773697e-06
10	3	10	4	-7905.980333173587	1489.501205504331	92865.4464101785	102492.9372486057	1899757.038089190	1.2427904069761736e-05
10	1	10	3	-4150.653453233013	189.0865186192889	110030.9047044436	66372.3873723808	319101.937044982	3.103138252785976e-06
10	1	10	5	-4114.682944637777	191.68661330654587	105935.535167594	69107.4467822501	324116.703205180	3.1331052466332692e-06
10	4	10	3	-3037.437038628877	1483.0412039895516	106.225802491586	110.2638879741779	27.68356380004184	5.586542957197925e-06
10	1	90	2	-5644.073244662946	182.64389295304872	139884.2440461044	140710.5283202569	314520.1020353673	4.235686438069587e-06
10	1	10	2	-4148.122100925091	195.41429143674594	116298.1651031761	62018.1779203800	314704.0610328080	3.3476464732689603e-06
10	3	70	5	-8003.828365593737	400.71629136771884	105115.9040581388	194546.9271600	620777.161331364	7.41820753022398e-05
10	2	90	3	-7985.871160522133	558.9608857908006	166299.188485134	200865.1690072045	426598.580119768	0.00010019126418384374
10	3	30	1	-6515.322966113445	2615.290809723597	2226321.93744903	1343474.25203308	256.0896437117956	2.0419587695653694e-06
10	4	10	5	-3517.7906644558766	220.00126215018534	54470.4606884493	56735.1127842930	375541.634619422	1.6513372971782988e-05
10	4	50	1	-3698.5855937909264	183.698299800987	60929.07397707974	126038.2761521315	305794.5080385390	0.0002488087285461642
10	3	30	3	-6199.080275175201	706.9651988616358	103074.6215016910	126786.8117981527	1025518.166471482	7.937960011293898e-05
10	4	10	2	-3566.251411975428	224.11931345452012	55499.6255099105	57941.2705855391	359879.774068771	1.7329415986421744e-05
10	5	0	1	-24571.939728195215	318.5989584528749	166028.134434870	150444.2165376552	501621.430108242	0.00010487541000028827
10	5	50	5	-7561.173758237241	2781.485516624638	244428.335483641	58107.60488101074	11400.37923085991	1.9557687051335193e-05
10	2	50	4	-6166.035638459304	339.35059646960246	217436.4165770657	130895.0317051497	582437.910521274	4.448962986744734e-05
10	3	10	5	-7823.619755315456	3265.002630938311	88511.7268260799	102466.3446710992	996424.761510944	1.2870349997371179e-05
10	5	30	5	-5979.959384731619	2935.225086392989	1132.990949868577	390.423360337089	66.244706692550	7.403658686801947e-08
10	3	10	2	-7578.787577062144	4483.74731993751	50862.6533994934	59812.34483697540	172930.0590964691	1.2797229382873195e-05
10	5	90	2	-9505.688034898529	491.0613774213395	187187.8677622573	99396.4746895307	843004.809747305	3.192919530292175e-05
10	5	50	4	-7570.598243745678	549.0574087140495	172275.5135799655	97014.0111581528	917036.823122242	2.4595503316785704e-05
10	5	10	5	-5912.024707217948	2926.7477305119783	17386.1914713701	13451.7101469910	6399.9416758460	1.966031974675172e-05
10	5	30	4	-6174.95684372684	557.8729000899286	154699.1155606852	95352.5725459366	921472.351253663	1.899770469787218e-05
