10	3	10	4	0.5878864328060182	4.41135962190115	1.5223359275508905	-2.0270371441578825	1.7924495803118066	0.026078655749559747	1.4436253825985492	5.753616501171525	
10	4	0	1	4.792140208813807	4.367780602523774	2.8819848534751755	-4.121762654403553	0.18722827419481577	1.8900299999550874	1.3724402065884074	6.211348812120046	
10	3	10	5	0.8752288611504022	4.450056643088614	2.2849703906858108	-3.73873627218533	1.4062107614466894	0.0262618305063737	1.0299126202341595	2.7040495035899617	
10	5	10	2	4.610142558825798	0.9747270951393029	3.71639088420873	-3.9842354764762384	0.01778914600632865	0.8885016035003079	3.16931333509744	4.091733284947741	
10	4	90	3	4.740807848566133	3.9016616009844585	1.1051068378340245	-1.9455659062108506	0.1579528860302165	0.7116099100459125	0.4541433408786151	3.1773979036824236	
10	2	90	1	3.9892325172270553	4.964563811599663	2.1927345459154575	-3.885403595387403	1.0686483254047587	0.05452675434724569	2.8880531379176158	3.935570255087561	
10	5	30	4	4.671874739950545	4.361199007246731	2.878159558386408	-2.566015515259175	0.20650724279915447	1.6193700478271784	1.6401493343799005	4.145177516136459	
10	1	30	4	4.599755576930045	4.716428537454393	4.64527980598472	-5.505459842092803	0.14477341411293862	0.020706733167968096	0.5517760817336435	0.5918975787349599	
10	2	70	1	4.950995686618291	4.413271530209695	1.613772323339685	-2.170018136478703	0.18753261480292363	0.8398707453536745	0.35538649351399365	1.2470926716623396	
10	5	10	3	4.581753652326026	1.4111920685066828	2.227540696101597	-4.606280806834514	0.02563472215227288	1.51623139180445	1.145694537487548	2.8206346125438713	
10	3	50	1	4.507151255903979	4.083002320578967	1.6596091175571968	-4.526887860120024	1.089942741846222	0.4423394790186188	0.5367290012467419	1.5203185171147202	
10	2	50	1	4.448719302449441	4.902464780173384	2.391555834793347	-3.0782436254372163	0.5521362428598289	0.0599580597887659	1.8278709080688673	2.843344106078636	
10	1	10	3	4.740833651170469	1.2415186662517101	3.047508766756453	-5.948284896052534	0.008903951960022896	1.3430409215686945	0.8853452136295217	0.24599427776589866	
10	1	70	5	3.821832971242885	5.016002936564756	3.950047311080903	-4.1086720248228765	2.6398358051633606	0.11507538553087643	4.672912235760792	2.9700753849998422	
10	2	30	4	4.827410711581117	4.619910618287378	2.053142939815281	-4.965658124485276	0.13812392869626897	0.28922643979772467	0.5324383630128573	2.1921679167295065	
10	3	10	2	2.2792486925131312	4.392815408829884	3.990125635307796	-5.45696831927215	1.66000019988542	0.02348202148485081	1.4607900746429376	0.8747397765387341	
10	3	70	4	3.889070395641721	4.79106836818047	2.1833998463431135	-2.154357420383734	1.5591384300087265	0.07982261965548947	3.2655584598666567	1.5770166288746854	
10	5	50	5	5.004823172866438	3.8509176829526535	1.3486610754346544	-2.868036819265701	0.020290774662959983	1.1402986741045382	0.2528363620322817	1.5917785017047834	
10	4	50	2	4.941578846974304	4.194103020498228	2.576933736817235	-5.358491493119172	0.07292160286517461	0.4957428596099106	0.7074707446322198	1.413519836824899	
10	1	70	1	4.608249274123313	5.04711112645461	2.7708878107560166	-5.423575700440881	0.15185583268844807	0.024597908948208427	6.321157685976394	0.62302432748004	
10	5	70	5	5.088507905079299	3.875398617152063	3.3134358488195113	-4.79866194799753	0.09529700110554899	0.6095722600939366	1.5634482779677725	0.45620086708637747	
10	1	10	2	4.746447641127148	1.9637558299899716	4.4049056713065955	-5.182795248898564	0.011301170287606837	1.5256887958788072	1.3030025195039894	0.6134646974400844	
10	4	10	1	4.18511267429956	4.076873695626811	3.200155216835814	-5.565991894145595	0.11452381312080953	0.9394418297640542	0.9562762126850876	1.708891165193273	
10	4	50	3	4.946888548512629	3.5617597851395533	1.6775670516485426	-2.4090560857927454	0.02043478160559587	0.9930241331406147	0.8737087854327605	2.0429404677601997	
10	1	30	3	4.548478426019576	4.865395009318987	4.259350870032747	-5.919920907049511	0.3484650746080735	0.07350502290699473	0.7904051364427349	0.1513553278811963	
200	3	30	4	3.7853884728787737	0.8101337214268908	2.634661834433338	-2.8850453393355413	0.044281161441428414	0.2132260533670789	1.1716197047960493	2.1089069506964933	
100	2	10	4	3.4656717160146653	2.1707584563755438	2.9637720301053094	-6.40536467500466	0.9150252495758758	0.6956961533042525	0.3455918343786148	3.244001428916999	
100	2	0	1	4.966438787239828	4.636263368430733	3.9020720712734054	-4.203033187268669	0.04628940769285436	0.13432025215343418	4.363289571760515	0.5988553268706205	
50	2	70	5	4.472835581388961	4.045261058256982	4.342062031156336	-5.580825019153688	0.055557748168362245	0.1732362497949078	0.6436311808385051	0.8332853000692458	
